priority_rank,customer_id,customer_segment,retention_priority,churn_probability,churn_probability_percent,risk_score,risk_segment,risk_level,churn_prediction,reason,days_since_purchase,customer_value,total_orders,total_revenue,revenue_at_risk,priority_score,recommended_action,needs_immediate_attention,high_value_risk
1461,CUST1583,LOYAL_ACTIVE,LOW,0.0834697516482443,8.35,8.35,LOW,LOW,0,Long time since last purchase,656,1309.005,1,688.9499999999999,57.51,6.878364976226469,Maintain relationship and encourage repeat purchase,False,False
1462,CUST1091,LOYAL_ACTIVE,LOW,0.0948632232590182,9.49,9.49,LOW,LOW,0,Long time since last purchase,896,248.4,1,135.0,12.81,6.871072977157191,Maintain relationship and encourage repeat purchase,False,False
1463,CUST2396,LOYAL_ACTIVE,LOW,0.0692479193705444,6.92,6.92,LOW,LOW,0,Long time since last purchase,324,2876.124,1,1615.8,111.89,6.861962621551667,Maintain relationship and encourage repeat purchase,False,False
1464,CUST2144,LOYAL_ACTIVE,LOW,0.0816096217137203,8.16,8.16,LOW,LOW,0,Long time since last purchase,198,1351.197,1,776.55,63.37,6.8536666899660625,Maintain relationship and encourage repeat purchase,False,False
1465,CUST2037,LOYAL_ACTIVE,LOW,0.0688202416785069,6.88,6.88,LOW,LOW,0,Long time since last purchase,287,2987.424,1,1623.6,111.74,6.829324394478762,Maintain relationship and encourage repeat purchase,False,False
1466,CUST2911,LOYAL_ACTIVE,LOW,0.0937023625608372,9.37,9.37,LOW,LOW,0,Long time since last purchase,739,288.5792,1,158.56,14.86,6.826723506231679,Maintain relationship and encourage repeat purchase,False,False
1467,CUST1965,LOYAL_ACTIVE,LOW,0.0689188065149895,6.89,6.89,LOW,LOW,0,Long time since last purchase,718,3013.1136,1,1602.72,110.46,6.813177203387487,Maintain relationship and encourage repeat purchase,False,False
1468,CUST2389,LOYAL_ACTIVE,LOW,0.0717718119266066,7.18,7.18,LOW,LOW,0,Long time since last purchase,647,2363.3532,1,1270.62,91.19,6.665926269497375,Maintain relationship and encourage repeat purchase,False,False
1469,CUST2672,LOYAL_ACTIVE,LOW,0.0889167608200393,8.89,8.89,LOW,LOW,0,High cancellation activity,2,452.9448,1,263.34000000000003,23.42,6.645856388877141,Maintain relationship and encourage repeat purchase,False,False
1470,CUST2324,LOYAL_ACTIVE,LOW,0.0889842143207229,8.9,8.9,LOW,LOW,0,Long time since last purchase,841,464.3912,1,255.16,22.71,6.637794401075001,Maintain relationship and encourage repeat purchase,False,False
1471,CUST1962,LOYAL_ACTIVE,LOW,0.0694834485820368,6.95,6.95,LOW,LOW,0,Long time since last purchase,136,2505.4212,1,1407.54,97.8,6.624755587685163,Maintain relationship and encourage repeat purchase,False,False
1472,CUST1282,LOYAL_ACTIVE,LOW,0.0896142099872814,8.96,8.96,LOW,LOW,0,Long time since last purchase,91,340.608,1,212.88,19.08,6.616535012881319,Maintain relationship and encourage repeat purchase,False,False
1473,CUST1638,LOYAL_ACTIVE,LOW,0.0763012649079429,7.63,7.63,LOW,LOW,0,Long time since last purchase,153,1700.252,1,924.05,70.51,6.610639252362975,Maintain relationship and encourage repeat purchase,False,False
1474,CUST2791,LOYAL_ACTIVE,LOW,0.071319383029373,7.13,7.13,LOW,LOW,0,Long time since last purchase,216,2369.262,1,1246.98,88.93,6.5935643646614714,Maintain relationship and encourage repeat purchase,False,False
1475,CUST2460,LOYAL_ACTIVE,LOW,0.0894642275064133,8.95,8.95,LOW,LOW,0,Long time since last purchase,916,364.752,1,202.64,18.13,6.5889312445621115,Maintain relationship and encourage repeat purchase,False,False
1476,CUST1854,LOYAL_ACTIVE,LOW,0.084817493697577,8.48,8.48,LOW,LOW,0,Long time since last purchase,558,778.9866,1,418.81,35.52,6.576771306480705,Maintain relationship and encourage repeat purchase,False,False
1477,CUST2676,LOYAL_ACTIVE,LOW,0.0661429874234411,6.61,6.61,LOW,LOW,0,Long time since last purchase,653,2868.1312,1,1629.62,107.79,6.570795829360115,Maintain relationship and encourage repeat purchase,False,False
1478,CUST1391,LOYAL_ACTIVE,LOW,0.0676627747740337,6.77,6.77,LOW,LOW,0,Long time since last purchase,586,2639.4896,1,1499.71,101.47,6.563387716279131,Maintain relationship and encourage repeat purchase,False,False
1479,CUST1561,LOYAL_ACTIVE,LOW,0.0683731429239104,6.84,6.84,LOW,LOW,0,Long time since last purchase,644,2666.0124,1,1433.34,98.0,6.550635243123356,Maintain relationship and encourage repeat purchase,False,False
1480,CUST1691,LOYAL_ACTIVE,LOW,0.0661783554862314,6.62,6.62,LOW,LOW,0,Long time since last purchase,670,2947.356,1,1584.6,104.87,6.520696241752651,Maintain relationship and encourage repeat purchase,False,False
1481,CUST2204,LOYAL_ACTIVE,LOW,0.0787811792164439,7.88,7.88,LOW,LOW,0,Long time since last purchase,705,1250.0459999999998,1,694.4699999999999,54.71,6.49975018490188,Maintain relationship and encourage repeat purchase,False,False
1482,CUST1384,LOYAL_ACTIVE,LOW,0.0809715220162692,8.1,8.1,LOW,LOW,0,Long time since last purchase,459,999.768,1,568.0500000000001,46.0,6.496248387758056,Maintain relationship and encourage repeat purchase,False,False
1483,CUST1907,LOYAL_ACTIVE,LOW,0.0651419537043916,6.51,6.51,LOW,LOW,0,Long time since last purchase,321,3133.176,1,1649.04,107.42,6.494061523738626,Maintain relationship and encourage repeat purchase,False,False
1484,CUST1065,LOYAL_ACTIVE,LOW,0.0684185532423241,6.84,6.84,LOW,LOW,0,Long time since last purchase,2,2591.9184000000005,1,1378.68,94.33,6.4877346702581296,Maintain relationship and encourage repeat purchase,False,False
1485,CUST2960,LOYAL_ACTIVE,LOW,0.0836436421666833,8.36,8.36,LOW,LOW,0,Long time since last purchase,200,695.5884000000001,1,390.78,32.69,6.4436468204935275,Maintain relationship and encourage repeat purchase,False,False
1486,CUST1908,LOYAL_ACTIVE,LOW,0.0766363714462256,7.66,7.66,LOW,LOW,0,Long time since last purchase,925,1421.6565999999998,1,781.13,59.86,6.442340717292881,Maintain relationship and encourage repeat purchase,False,False
1487,CUST2747,LOYAL_ACTIVE,LOW,0.0863820097671423,8.64,8.64,LOW,LOW,0,Long time since last purchase,365,436.194,1,242.33,20.93,6.423590723911703,Maintain relationship and encourage repeat purchase,False,False
1488,CUST1252,LOYAL_ACTIVE,LOW,0.0680387884614616,6.8,6.8,LOW,LOW,0,Long time since last purchase,600,2480.504,1,1348.1,91.72,6.414157413430881,Maintain relationship and encourage repeat purchase,False,False
1489,CUST2810,LOYAL_ACTIVE,LOW,0.0603901045261134,6.04,6.04,LOW,LOW,0,Long time since last purchase,229,3736.951200000001,1,1987.74,120.04,6.388658431353379,Maintain relationship and encourage repeat purchase,False,False
1490,CUST1424,LOYAL_ACTIVE,LOW,0.0622517174622614,6.23,6.23,LOW,LOW,0,Long time since last purchase,442,3311.4296000000004,1,1799.69,112.03,6.374749224026785,Maintain relationship and encourage repeat purchase,False,False
1491,CUST2801,LOYAL_ACTIVE,LOW,0.0640236755887381,6.4,6.4,LOW,LOW,0,Long time since last purchase,170,2813.92,1,1636.0,104.74,6.367527965448544,Maintain relationship and encourage repeat purchase,False,False
1492,CUST1832,LOYAL_ACTIVE,LOW,0.0604819501329369,6.05,6.05,LOW,LOW,0,Long time since last purchase,96,3598.5456000000004,1,1914.12,115.77,6.318205174155719,Maintain relationship and encourage repeat purchase,False,False
1493,CUST1698,LOYAL_ACTIVE,LOW,0.0663835960113214,6.64,6.64,LOW,LOW,0,Long time since last purchase,142,2577.5176,1,1371.02,91.01,6.2855102090710755,Maintain relationship and encourage repeat purchase,False,False
1494,CUST2421,LOYAL_ACTIVE,LOW,0.067242059832322,6.72,6.72,LOW,LOW,0,Long time since last purchase,362,2416.5306,1,1299.21,87.36,6.279883486537636,Maintain relationship and encourage repeat purchase,False,False
1495,CUST2348,LOYAL_ACTIVE,LOW,0.0600823268723112,6.01,6.01,LOW,LOW,0,Long time since last purchase,320,3446.226,1,1914.57,115.03,6.276907655335872,Maintain relationship and encourage repeat purchase,False,False
1496,CUST1864,LOYAL_ACTIVE,LOW,0.0710866374110282,7.11,7.11,LOW,LOW,0,Long time since last purchase,459,1910.184,1,1005.36,71.47,6.262900374812737,Maintain relationship and encourage repeat purchase,False,False
1497,CUST1934,LOYAL_ACTIVE,LOW,0.0622599302261728,6.23,6.23,LOW,LOW,0,Long time since last purchase,126,3127.9992,1,1681.72,104.7,6.243345579767565,Maintain relationship and encourage repeat purchase,False,False
1498,CUST1816,LOYAL_ACTIVE,LOW,0.0699707184808988,7.0,7.0,LOW,LOW,0,Long time since last purchase,510,1899.1888,1,1066.96,74.66,6.2422228212409685,Maintain relationship and encourage repeat purchase,False,False
1499,CUST2237,LOYAL_ACTIVE,LOW,0.0651381884693026,6.51,6.51,LOW,LOW,0,Long time since last purchase,311,2598.3048,1,1427.64,92.99,6.233982091049455,Maintain relationship and encourage repeat purchase,False,False
1500,CUST1865,LOYAL_ACTIVE,LOW,0.0668243050376119,6.68,6.68,LOW,LOW,0,Long time since last purchase,740,2318.76,1,1288.1999999999998,86.08,6.227593921262873,Maintain relationship and encourage repeat purchase,False,False
1501,CUST1629,LOYAL_ACTIVE,LOW,0.0726612108064099,7.27,7.27,LOW,LOW,0,Long time since last purchase,417,1476.416,1,868.48,63.1,6.2224165069198305,Maintain relationship and encourage repeat purchase,False,False
1502,CUST2247,LOYAL_ACTIVE,LOW,0.0689795157604745,6.9,6.9,LOW,LOW,0,Long time since last purchase,156,2000.9880000000005,1,1111.66,76.68,6.209209251032371,Maintain relationship and encourage repeat purchase,False,False
1503,CUST1554,LOYAL_ACTIVE,LOW,0.0836126214906191,8.36,8.36,LOW,LOW,0,Long time since last purchase,462,421.6576,1,231.68,19.37,6.201645342800166,Maintain relationship and encourage repeat purchase,False,False
1504,CUST1927,LOYAL_ACTIVE,LOW,0.061681586701182,6.17,6.17,LOW,LOW,0,Long time since last purchase,791,2935.8,1,1631.0,100.6,6.129039977123887,Maintain relationship and encourage repeat purchase,False,False
1505,CUST2487,LOYAL_ACTIVE,LOW,0.060325798580199,6.03,6.03,LOW,LOW,0,Long time since last purchase,932,3137.85,1,1743.25,105.16,6.116238783015591,Maintain relationship and encourage repeat purchase,False,False
1506,CUST1188,LOYAL_ACTIVE,LOW,0.0644618423215482,6.45,6.45,LOW,LOW,0,Long time since last purchase,424,2454.1572,1,1378.74,88.88,6.112636252236975,Maintain relationship and encourage repeat purchase,False,False
1507,CUST1370,LOYAL_ACTIVE,LOW,0.0576627818976697,5.77,5.77,LOW,LOW,0,Long time since last purchase,441,3553.8229999999994,1,1952.65,112.6,6.06378673130043,Maintain relationship and encourage repeat purchase,False,False
1508,CUST1756,LOYAL_ACTIVE,LOW,0.0658405869740473,6.58,6.58,LOW,LOW,0,Long time since last purchase,739,2267.6562,1,1219.17,80.27,6.054123110533837,Maintain relationship and encourage repeat purchase,False,False
1509,CUST2742,LOYAL_ACTIVE,LOW,0.0606515079176841,6.07,6.07,LOW,LOW,0,Long time since last purchase,172,3023.6159999999995,1,1625.6,98.6,6.020923947208635,Maintain relationship and encourage repeat purchase,False,False
1510,CUST1350,LOYAL_ACTIVE,LOW,0.058035395248678,5.8,5.8,LOW,LOW,0,Long time since last purchase,686,3369.33,1,1871.85,108.63,6.018388793456266,Maintain relationship and encourage repeat purchase,False,False
1511,CUST2464,LOYAL_ACTIVE,LOW,0.0636943352175027,6.37,6.37,LOW,LOW,0,Long time since last purchase,369,2526.159,1,1358.15,86.51,6.016238294595365,Maintain relationship and encourage repeat purchase,False,False
1512,CUST2351,LOYAL_ACTIVE,LOW,0.0637579926449509,6.38,6.38,LOW,LOW,0,Long time since last purchase,490,2405.808,1,1336.56,85.22,5.997467532296331,Maintain relationship and encourage repeat purchase,False,False
1513,CUST2922,LOYAL_ACTIVE,LOW,0.0812396921518158,8.12,8.12,LOW,LOW,0,Long time since last purchase,97,375.7224,1,211.08,17.15,5.99556861735579,Maintain relationship and encourage repeat purchase,False,False
1514,CUST2940,LOYAL_ACTIVE,LOW,0.0589435521661142,5.89,5.89,LOW,LOW,0,Long time since last purchase,285,3295.8468000000003,1,1753.11,103.33,5.986531912740238,Maintain relationship and encourage repeat purchase,False,False
1515,CUST2588,LOYAL_ACTIVE,LOW,0.0677732285882897,6.78,6.78,LOW,LOW,0,Long time since last purchase,487,1830.6288,1,1005.84,68.17,5.971544407354882,Maintain relationship and encourage repeat purchase,False,False
1516,CUST1171,LOYAL_ACTIVE,LOW,0.0645449916377706,6.45,6.45,LOW,LOW,0,Long time since last purchase,367,2310.7524,1,1242.34,80.19,5.961991016391652,Maintain relationship and encourage repeat purchase,False,False
1517,CUST1122,LOYAL_ACTIVE,LOW,0.0820827491935523,8.21,8.21,LOW,LOW,0,Long time since last purchase,354,240.7212,1,129.42000000000002,10.62,5.937008278572487,Maintain relationship and encourage repeat purchase,False,False
1518,CUST2432,LOYAL_ACTIVE,LOW,0.057883105164546,5.79,5.79,LOW,LOW,0,Long time since last purchase,380,3364.0704,1,1808.64,104.69,5.936787772878336,Maintain relationship and encourage repeat purchase,False,False
1519,CUST2231,LOYAL_ACTIVE,LOW,0.0559888004856917,5.6,5.6,LOW,LOW,0,Long time since last purchase,138,3350.8944,1,1994.58,111.67,5.929863142954234,Maintain relationship and encourage repeat purchase,False,False
1520,CUST2888,LOYAL_ACTIVE,LOW,0.0829842167603897,8.3,8.3,LOW,LOW,0,Long time since last purchase,994,73.30199999999999,1,38.58,3.2,5.866511997339919,Maintain relationship and encourage repeat purchase,False,False
1521,CUST1205,LOYAL_ACTIVE,LOW,0.0601949870620502,6.02,6.02,LOW,LOW,0,Long time since last purchase,230,2672.64,1,1484.8,89.38,5.822959012839714,Maintain relationship and encourage repeat purchase,False,False
1522,CUST1617,LOYAL_ACTIVE,LOW,0.0673637527786007,6.74,6.74,LOW,LOW,0,Long time since last purchase,308,1611.5051999999998,1,905.34,60.99,5.813603351573914,Maintain relationship and encourage repeat purchase,False,False
1523,CUST1367,LOYAL_ACTIVE,LOW,0.0608722338805889,6.09,6.09,LOW,LOW,0,Long time since last purchase,503,2506.464,1,1392.48,84.76,5.7871820003247985,Maintain relationship and encourage repeat purchase,False,False
1524,CUST2267,LOYAL_ACTIVE,LOW,0.0630661150588083,6.31,6.31,LOW,LOW,0,Long time since last purchase,600,2264.496,1,1191.84,75.16,5.767903210462234,Maintain relationship and encourage repeat purchase,False,False
1525,CUST1650,LOYAL_ACTIVE,LOW,0.0707912139964912,7.08,7.08,LOW,LOW,0,Long time since last purchase,771,1168.1568000000002,1,621.36,43.99,5.747436258727844,Maintain relationship and encourage repeat purchase,False,False
1526,CUST1352,LOYAL_ACTIVE,LOW,0.0567091451095953,5.67,5.67,LOW,LOW,0,Long time since last purchase,116,3144.523199999999,1,1727.7599999999998,97.98,5.733795290970594,Maintain relationship and encourage repeat purchase,False,False
1527,CUST1821,LOYAL_ACTIVE,LOW,0.0784693374420481,7.85,7.85,LOW,LOW,0,Long time since last purchase,762,308.226,1,163.95,12.87,5.724581285421395,Maintain relationship and encourage repeat purchase,False,False
1528,CUST2109,LOYAL_ACTIVE,LOW,0.055746758038901,5.57,5.57,LOW,LOW,0,Long time since last purchase,372,3357.4544000000005,1,1785.88,99.56,5.69487650292761,Maintain relationship and encourage repeat purchase,False,False
1529,CUST2298,LOYAL_ACTIVE,LOW,0.076339776610364,7.63,7.63,LOW,LOW,0,Long time since last purchase,631,457.548,1,251.4,19.19,5.689305254825973,Maintain relationship and encourage repeat purchase,False,False
1530,CUST2708,LOYAL_ACTIVE,LOW,0.0553090742985262,5.53,5.53,LOW,LOW,0,Long time since last purchase,363,3276.576,1,1820.32,100.68,5.684404529540798,Maintain relationship and encourage repeat purchase,False,False
1531,CUST1620,LOYAL_ACTIVE,LOW,0.0711613334954516,7.12,7.12,LOW,LOW,0,Long time since last purchase,445,931.8312,1,506.43,36.04,5.63020282625023,Maintain relationship and encourage repeat purchase,False,False
1532,CUST1892,LOYAL_ACTIVE,LOW,0.055726757740278,5.57,5.57,LOW,LOW,0,Long time since last purchase,385,3225.7416000000003,1,1715.8200000000002,95.62,5.622535767335311,Maintain relationship and encourage repeat purchase,False,False
1533,CUST1334,LOYAL_ACTIVE,LOW,0.0528360509598794,5.28,5.28,LOW,LOW,0,Long time since last purchase,383,3667.322400000001,1,1993.11,105.31,5.594657238223499,Maintain relationship and encourage repeat purchase,False,False
1534,CUST2169,LOYAL_ACTIVE,LOW,0.0576786966617628,5.77,5.77,LOW,LOW,0,Long time since last purchase,734,2618.3622,1,1470.99,84.84,5.565074815609787,Maintain relationship and encourage repeat purchase,False,False
1535,CUST2040,LOYAL_ACTIVE,LOW,0.0546912691458062,5.47,5.47,LOW,LOW,0,Long time since last purchase,708,3167.568,1,1759.76,96.24,5.561214825394108,Maintain relationship and encourage repeat purchase,False,False
1536,CUST2157,LOYAL_ACTIVE,LOW,0.0573874767317908,5.74,5.74,LOW,LOW,0,Long time since last purchase,775,2626.6240000000003,1,1492.4,85.65,5.55927367911526,Maintain relationship and encourage repeat purchase,False,False
1537,CUST1829,LOYAL_ACTIVE,LOW,0.0527484730654137,5.27,5.27,LOW,LOW,0,Long time since last purchase,557,3573.388,1,1963.4,103.57,5.557197637499652,Maintain relationship and encourage repeat purchase,False,False
1538,CUST1585,LOYAL_ACTIVE,LOW,0.0750228448456662,7.5,7.5,LOW,LOW,0,Long time since last purchase,417,383.412,1,215.4,16.16,5.54256410096547,Maintain relationship and encourage repeat purchase,False,False
1539,CUST2177,LOYAL_ACTIVE,LOW,0.0586191140748372,5.86,5.86,LOW,LOW,0,Long time since last purchase,5,2549.5056,1,1356.12,79.49,5.534575906711675,Maintain relationship and encourage repeat purchase,False,False
1540,CUST2352,LOYAL_ACTIVE,LOW,0.0546033480256136,5.46,5.46,LOW,LOW,0,Long time since last purchase,186,3026.0,1,1700.0,92.83,5.493662418785593,Maintain relationship and encourage repeat purchase,False,False
1541,CUST2331,LOYAL_ACTIVE,LOW,0.064587728271799,6.46,6.46,LOW,LOW,0,Long time since last purchase,197,1488.4716,1,836.2199999999999,54.01,5.493604938502097,Maintain relationship and encourage repeat purchase,False,False
1542,CUST2853,LOYAL_ACTIVE,LOW,0.0567382364500978,5.67,5.67,LOW,LOW,0,Long time since last purchase,131,2676.816,1,1487.12,84.38,5.490960182327045,Maintain relationship and encourage repeat purchase,False,False
1543,CUST1276,LOYAL_ACTIVE,LOW,0.0760886007838836,7.61,7.61,LOW,LOW,0,Long time since last purchase,473,216.504,1,116.4,8.86,5.485728636633727,Maintain relationship and encourage repeat purchase,False,False
1544,CUST2556,LOYAL_ACTIVE,LOW,0.0628053333418515,6.28,6.28,LOW,LOW,0,Long time since last purchase,627,1767.1912,1,960.43,60.32,5.482450468452885,Maintain relationship and encourage repeat purchase,False,False
1545,CUST1802,LOYAL_ACTIVE,LOW,0.0600971069067092,6.01,6.01,LOW,LOW,0,Long time since last purchase,146,2219.656,1,1168.24,70.21,5.4709466150160555,Maintain relationship and encourage repeat purchase,False,False
1546,CUST1628,LOYAL_ACTIVE,LOW,0.0543258194065733,5.43,5.43,LOW,LOW,0,Long time since last purchase,594,3103.8408,1,1686.87,91.64,5.452809158985884,Maintain relationship and encourage repeat purchase,False,False
1547,CUST2561,LOYAL_ACTIVE,LOW,0.054651769515987,5.47,5.47,LOW,LOW,0,Long time since last purchase,276,2923.027,1,1642.15,89.75,5.441595729903315,Maintain relationship and encourage repeat purchase,False,False
1548,CUST1314,LOYAL_ACTIVE,LOW,0.0600324450744529,6.0,6.0,LOW,LOW,0,Long time since last purchase,281,2117.331,1,1138.35,68.34,5.43275045516729,Maintain relationship and encourage repeat purchase,False,False
1549,CUST1296,LOYAL_ACTIVE,LOW,0.0524597520232377,5.25,5.25,LOW,LOW,0,Long time since last purchase,93,3426.08,1,1862.0,97.68,5.430936197665003,Maintain relationship and encourage repeat purchase,False,False
1550,CUST1013,LOYAL_ACTIVE,LOW,0.0521646139603797,5.22,5.22,LOW,LOW,0,Long time since last purchase,452,3485.2544000000003,1,1894.16,98.81,5.430622474279718,Maintain relationship and encourage repeat purchase,False,False
1551,CUST1539,LOYAL_ACTIVE,LOW,0.0577345274399991,5.77,5.77,LOW,LOW,0,Long time since last purchase,298,2460.2778,1,1322.73,76.37,5.416478438763182,Maintain relationship and encourage repeat purchase,False,False
1552,CUST1901,LOYAL_ACTIVE,LOW,0.0549552442839511,5.5,5.5,LOW,LOW,0,Long time since last purchase,359,2849.832,1,1583.24,87.01,5.413504558014353,Maintain relationship and encourage repeat purchase,False,False
1553,CUST2167,LOYAL_ACTIVE,LOW,0.0587217226590439,5.87,5.87,LOW,LOW,0,Long time since last purchase,112,2217.312,1,1231.84,72.34,5.413020916229462,Maintain relationship and encourage repeat purchase,False,False
1554,CUST1508,LOYAL_ACTIVE,LOW,0.0524521039776931,5.25,5.25,LOW,LOW,0,Long time since last purchase,616,3419.3124,1,1838.34,96.42,5.407714209982528,Maintain relationship and encourage repeat purchase,False,False
1555,CUST2224,LOYAL_ACTIVE,LOW,0.0598224064448345,5.98,5.98,LOW,LOW,0,Long time since last purchase,882,2127.1824,1,1131.48,67.69,5.406344333696121,Maintain relationship and encourage repeat purchase,False,False
1556,CUST2079,LOYAL_ACTIVE,LOW,0.0542597626449603,5.43,5.43,LOW,LOW,0,Long time since last purchase,371,2928.78,1,1627.1,88.29,5.387867572930054,Maintain relationship and encourage repeat purchase,False,False
1557,CUST2998,LOYAL_ACTIVE,LOW,0.0725770905966903,7.26,7.26,LOW,LOW,0,Long time since last purchase,358,412.452,1,229.14,16.63,5.3798237745787025,Maintain relationship and encourage repeat purchase,False,False
1558,CUST2865,LOYAL_ACTIVE,LOW,0.0510773639770487,5.11,5.11,LOW,LOW,0,Long time since last purchase,178,3430.4694,1,1927.23,98.44,5.347853030158524,Maintain relationship and encourage repeat purchase,False,False
1559,CUST2523,LOYAL_ACTIVE,LOW,0.055678006060476,5.57,5.57,LOW,LOW,0,Long time since last purchase,627,2678.865,1,1440.25,80.19,5.34130202598103,Maintain relationship and encourage repeat purchase,False,False
1560,CUST1284,LOYAL_ACTIVE,LOW,0.0550402881492662,5.5,5.5,LOW,LOW,0,Long time since last purchase,61,2541.891,1,1495.23,82.3,5.334652865595617,Maintain relationship and encourage repeat purchase,False,False
1561,CUST2949,LOYAL_ACTIVE,LOW,0.0576277851841563,5.76,5.76,LOW,LOW,0,Long time since last purchase,270,2249.532,1,1249.74,72.02,5.330683610576065,Maintain relationship and encourage repeat purchase,False,False
1562,CUST1850,LOYAL_ACTIVE,LOW,0.0589593700073969,5.9,5.9,LOW,LOW,0,Long time since last purchase,620,2058.5656,1,1131.08,66.69,5.32792652554029,Maintain relationship and encourage repeat purchase,False,False
1563,CUST2719,LOYAL_ACTIVE,LOW,0.0524206635160412,5.24,5.24,LOW,LOW,0,Long time since last purchase,858,3202.4096000000004,1,1740.44,91.24,5.312246143634558,Maintain relationship and encourage repeat purchase,False,False
1564,CUST2284,LOYAL_ACTIVE,LOW,0.0507040449713937,5.07,5.07,LOW,LOW,0,Long time since last purchase,383,3587.0471999999995,1,1928.52,97.78,5.3098372297894425,Maintain relationship and encourage repeat purchase,False,False
1565,CUST2395,LOYAL_ACTIVE,LOW,0.0615267540765515,6.15,6.15,LOW,LOW,0,Long time since last purchase,615,1629.9738,1,895.59,55.1,5.298962475548141,Maintain relationship and encourage repeat purchase,False,False
1566,CUST1430,LOYAL_ACTIVE,LOW,0.0575114150819604,5.75,5.75,LOW,LOW,0,Long time since last purchase,360,2211.894,1,1228.83,70.67,5.298230605749832,Maintain relationship and encourage repeat purchase,False,False
1567,CUST2314,LOYAL_ACTIVE,LOW,0.0511302070775234,5.11,5.11,LOW,LOW,0,High cancellation activity,1,3008.0484000000006,1,1856.82,94.94,5.288533645818553,Maintain relationship and encourage repeat purchase,False,False
1568,CUST2886,LOYAL_ACTIVE,LOW,0.0604800944368822,6.05,6.05,LOW,LOW,0,Long time since last purchase,396,1766.2788,1,939.51,56.82,5.256665343731834,Maintain relationship and encourage repeat purchase,False,False
1569,CUST2178,LOYAL_ACTIVE,LOW,0.049801088977369,4.98,4.98,LOW,LOW,0,Long time since last purchase,111,3471.3888,1,1972.38,98.23,5.254732676098554,Maintain relationship and encourage repeat purchase,False,False
1570,CUST1789,LOYAL_ACTIVE,LOW,0.0514919581128257,5.15,5.15,LOW,LOW,0,Long time since last purchase,188,3238.144,1,1779.1999999999998,91.61,5.253898710697496,Maintain relationship and encourage repeat purchase,False,False
1571,CUST2081,LOYAL_ACTIVE,LOW,0.0549516214206443,5.5,5.5,LOW,LOW,0,Long time since last purchase,477,2557.224,1,1420.68,78.07,5.2522839552181875,Maintain relationship and encourage repeat purchase,False,False
1572,CUST1550,LOYAL_ACTIVE,LOW,0.0511851567161687,5.12,5.12,LOW,LOW,0,Long time since last purchase,239,2894.592,1,1809.12,92.6,5.2502478178913545,Maintain relationship and encourage repeat purchase,False,False
1573,CUST2266,LOYAL_ACTIVE,LOW,0.0579092927512205,5.79,5.79,LOW,LOW,0,Long time since last purchase,919,2097.708,1,1127.8,65.31,5.2295738622093655,Maintain relationship and encourage repeat purchase,False,False
1574,CUST1640,LOYAL_ACTIVE,LOW,0.054542297087225,5.45,5.45,LOW,LOW,0,Long time since last purchase,169,2556.08,1,1436.0,78.32,5.2281325662626355,Maintain relationship and encourage repeat purchase,False,False
1575,CUST2615,LOYAL_ACTIVE,LOW,0.0519325675629657,5.19,5.19,LOW,LOW,0,Long time since last purchase,265,3093.3083999999994,1,1699.62,88.27,5.224603812039727,Maintain relationship and encourage repeat purchase,False,False
1576,CUST1748,LOYAL_ACTIVE,LOW,0.0595384199653355,5.95,5.95,LOW,LOW,0,Long time since last purchase,255,1728.0774,1,970.83,57.8,5.2083932831080615,Maintain relationship and encourage repeat purchase,False,False
1577,CUST1843,LOYAL_ACTIVE,LOW,0.0574889140670615,5.75,5.75,LOW,LOW,0,Long time since last purchase,93,2050.867,1,1126.85,64.78,5.190604567824579,Maintain relationship and encourage repeat purchase,False,False
1578,CUST2071,LOYAL_ACTIVE,LOW,0.0530444373091171,5.3,5.3,LOW,LOW,0,Long time since last purchase,457,2783.052,1,1546.14,82.01,5.189721782099972,Maintain relationship and encourage repeat purchase,False,False
1579,CUST2297,LOYAL_ACTIVE,LOW,0.0548700196532162,5.49,5.49,LOW,LOW,0,Long time since last purchase,219,2509.392,1,1363.8,74.83,5.188234797084171,Maintain relationship and encourage repeat purchase,False,False
1580,CUST1411,LOYAL_ACTIVE,LOW,0.0528646119564785,5.29,5.29,LOW,LOW,0,Long time since last purchase,0,2782.78,1,1529.0,80.83,5.155887803523733,Maintain relationship and encourage repeat purchase,False,False
1581,CUST2160,LOYAL_ACTIVE,LOW,0.0578998518410905,5.79,5.79,LOW,LOW,0,Long time since last purchase,745,1904.9394,1,1046.67,60.6,5.1441082355094725,Maintain relationship and encourage repeat purchase,False,False
1582,CUST1461,LOYAL_ACTIVE,LOW,0.0488821700040069,4.89,4.89,LOW,LOW,0,Long time since last purchase,571,3582.9216000000006,1,1947.24,95.19,5.135672365056197,Maintain relationship and encourage repeat purchase,False,False
1583,CUST2517,LOYAL_ACTIVE,LOW,0.0558364284225323,5.58,5.58,LOW,LOW,0,Long time since last purchase,173,2339.136,1,1218.3,68.03,5.133447659696936,Maintain relationship and encourage repeat purchase,False,False
1584,CUST1344,LOYAL_ACTIVE,LOW,0.0723775543630998,7.24,7.24,LOW,LOW,0,Long time since last purchase,168,82.17299999999999,1,45.15,3.27,5.12530599755709,Maintain relationship and encourage repeat purchase,False,False
